L_0BK7HN	809.14	906.40	1003.66	89.27	79
L_0BK7KM	254.55	259.15	263.75	98.23	78
L_0BKXHM	418.60	448.10	477.60	93.42	73
L_0BLFWC	734.05	764.30	794.55	96.04	74
L_0BLJD8	317.95	326.40	334.85	97.41	80
L_0BLPRC	236.05	244.20	252.35	96.66	7
L_0BN00C	128.31	137.80	147.29	93.11	75
L_0BP4YB	1185.88	1301.00	1416.12	91.15	76
L_0BPH23	791.57	929.90	1068.23	85.12	88
L_0BVMDC	504.64	529.40	554.16	95.32	61
L_0BZHYW	34.27	82.90	131.53	41.34	85
L_0BZQGT	893.91	952.40	1010.89	93.86	92
L_0C0SD2	20.80	59.05	97.30	35.22	40
L_0C0Z3C	120.85	129.30	137.75	93.46	79
L_0C139K	17.07	85.20	153.33	20.04	212
L_0C1BMX	737.26	814.50	891.74	90.52	77
L_0C1GC6	917.18	940.90	964.62	97.48	91
L_0C4TGW	482.41	568.25	654.09	84.89	82
L_0C5LXY	67.10	152.50	237.90	44.00	86
L_0C5SL5	176.89	189.20	201.51	93.50	67
L_0C7SKC	384.91	411.00	437.09	93.65	75
L_0C8BJ0	335.86	545.80	755.74	61.54	79
L_0CG5NK	477.27	500.10	522.93	95.43	67
L_0CGNPH	413.39	544.60	675.81	75.91	118
L_0CH7WS	904.88	984.50	1064.12	91.91	91
L_0CHN7C	37.95	140.10	242.25	27.09	89
L_0CHTQJ	357.95	404.50	451.05	88.49	73
L_0CJL1Z	960.76	1072.70	1184.64	89.56	102
L_0CVKSK	102.56	209.75	316.94	48.90	136
L_0D429F	36.13	115.60	195.07	31.26	23
L_0D58ZW	861.23	1180.95	1500.67	72.93	182
L_0D6KK7	315.87	329.95	344.03	95.73	24
L_0D8CF4	598.22	902.00	1205.78	66.32	91
L_0D9MYC	-31.07	133.50	298.07	-23.27	3
L_0DCGSL	268.42	284.65	300.88	94.30	70
L_0DGLF3	780.79	860.70	940.61	90.72	79
L_0DJX5X	374.40	526.00	677.60	71.18	68
L_0DQVKV	496.28	515.70	535.12	96.23	69
L_0DR4C2	1115.12	1334.10	1553.08	83.59	72
L_0DR5GX	647.55	1193.00	1738.45	54.28	163
L_0DTM1Q	251.02	908.40	1565.78	27.63	81
L_0DVGHQ	120.66	343.20	565.74	35.16	23
L_0DW6H1	283.69	345.00	406.31	82.23	56
L_0DWZFP	234.43	252.00	269.57	93.03	94
L_0DX6NY	700.63	1073.50	1446.37	65.27	79
L_0DYM8S	679.90	722.75	765.60	94.07	74
L_0DZ3YF	69.83	217.05	364.27	32.17	52
L_0DZJ08	30.66	142.60	254.54	21.50	17
L_0DZN75	240.34	328.70	417.06	73.12	80
L_0F10DB	9.12	209.35	409.58	4.36	40
L_0F3J5V	711.77	803.10	894.43	88.63	73
L_0F56DF	126.78	244.50	362.22	51.85	83
L_0F73TK	208.68	302.60	396.52	68.96	90
L_0F7JK5	312.09	324.40	336.71	96.21	181
L_0F81PF	119.29	242.20	365.11	49.25	13
L_0F89GK	337.27	440.90	544.53	76.49	93
L_0F8Q4T	773.21	784.55	795.89	98.55	78
L_0F94Z3	352.01	352.60	353.19	99.83	66
L_0F9PPG	142.19	153.90	165.61	92.39	68
L_0FB146	798.41	846.00	893.59	94.37	77
L_0FD3PS	791.09	866.70	942.31	91.28	95
L_0FG9BF	724.41	798.10	871.79	90.77	80
L_0FM2W1	23.71	144.10	264.49	16.46	159
L_0FMDTV	1024.45	1075.45	1126.45	95.26	36
L_0FRTLZ	525.78	549.50	573.22	95.68	85
L_0FS2P5	164.78	324.75	484.72	50.74	50
L_0FWGQD	945.97	1088.60	1231.23	86.90	81
L_0FY2VW	797.77	869.60	941.43	91.74	76
L_0FZR5R	1183.56	1380.60	1577.64	85.73	115
L_0G1DHM	165.44	254.10	342.76	65.11	27
L_0G242L	726.90	812.30	897.70	89.49	37
L_0G69T3	112.41	186.10	259.79	60.41	45
L_0G6LW3	260.28	265.25	270.22	98.13	72
L_0G9Q1K	355.50	385.15	414.80	92.30	84
L_0GB366	649.82	672.50	695.18	96.63	35
L_0GH991	956.27	1026.40	1096.53	93.17	75
L_0GJKJ0	42.93	81.40	119.87	52.74	114
L_0GK23H	882.85	1042.90	1202.95	84.65	44
L_0GKK0B	474.02	578.10	682.18	82.00	42
L_0GKWV0	874.37	995.20	1116.03	87.86	38
L_0GM6V5	56.16	470.10	884.04	11.95	227
L_0GMNQC	603.31	687.45	771.59	87.76	100
L_0GPX9Q	943.03	1261.20	1579.37	74.77	95
L_0GRNRV	459.46	556.20	652.94	82.61	100
L_0GTH37	776.67	1295.95	1815.23	59.93	212
L_0GV9CL	772.07	854.35	936.63	90.37	62
L_0GWLYY	375.78	395.50	415.22	95.01	75
L_0GX3WW	693.48	773.10	852.72	89.70	85
L_0GXXBD	721.89	874.15	1026.41	82.58	92
L_0GYGP2	569.56	587.80	606.04	96.90	59
L_0GZG6J	57.22	182.50	307.78	31.35	219
L_0H00R0	1086.39	1223.75	1361.11	88.78	60
L_0H0QD8	-26.88	213.60	454.08	-12.58	261
L_0H6595	1232.31	1356.70	1481.09	90.83	65
L_0H7TJ1	31.39	188.10	344.81	16.69	23
L_0H8HQG	861.49	890.70	919.91	96.72	87
L_0H8X1W	91.22	216.50	341.78	42.13	81
L_0H9230	491.77	612.90	734.03	80.24	83
L_0HBRD8	216.94	250.00	283.06	86.78	64
L_0HFHNV	21.59	54.80	88.01	39.40	131
L_0HFYV1	44.03	532.40	1020.77	8.27	67
L_0HHQQW	403.95	429.30	454.65	94.09	67
L_0HJK2P	103.18	112.30	121.42	91.88	68
L_0HQFRM	707.05	726.55	746.05	97.32	64
L_0HR4JT	212.97	231.80	250.63	91.88	61
L_0HT4NW	357.14	471.60	586.06	75.73	99
L_0HT9NV	72.45	162.15	251.85	44.68	30
L_0HX90T	420.79	509.00	597.21	82.67	89
L_0HX90X	576.52	616.55	656.58	93.51	54
L_0HZ8MS	245.02	288.90	332.78	84.81	5
L_0HZFZB	34.33	92.60	150.87	37.08	7
L_0HZSQZ	209.31	222.80	236.29	93.94	63
L_0J2XWB	782.59	868.80	955.01	90.08	68
L_0JCZV4	815.97	887.95	959.93	91.89	72
L_0JD9T5	1097.84	1448.85	1799.86	75.77	96
L_0JF612	228.07	236.15	244.23	96.58	54
L_0JH8VP	779.37	834.00	888.63	93.45	68
L_0JKFKC	306.55	340.80	375.05	89.95	63
L_0JLS06	232.03	243.45	254.87	95.31	24
L_0JLSXB	351.10	359.70	368.30	97.61	65
L_0JMHLM	810.92	884.90	958.88	91.64	62
L_0JMWQL	801.50	912.40	1023.30	87.85	103
L_0JNJKN	256.16	270.10	284.04	94.84	71
L_0JPNN1	833.58	1045.30	1257.02	79.75	30
L_0JSJS1	359.79	429.25	498.71	83.82	90
L_0JVBKC	296.79	436.90	577.01	67.93	119
L_0JZZ84	339.28	416.15	493.02	81.53	74
L_0K0R5H	341.58	391.10	440.62	87.34	73
L_0K1JL8	1668.18	1772.70	1877.22	94.10	75
L_0K28B4	991.86	1044.20	1096.54	94.99	71
L_0K3BHY	601.54	639.05	676.56	94.13	78
L_0K54ZF	1357.44	1816.90	2276.36	74.71	375
L_0K58RP	44.10	687.10	1330.10	6.42	27
L_0K6GZQ	54.15	99.30	144.45	54.54	28
L_0K71DD	1144.36	1211.15	1277.94	94.49	48
L_0K80R6	513.53	626.50	739.47	81.97	69
L_0K8JN9	331.31	340.80	350.29	97.22	47
L_0K8NKR	27.66	273.40	519.14	10.12	68
L_0KD8GG	1001.11	1074.80	1148.49	93.14	37
L_0KDD4S	124.55	175.70	226.85	70.89	89
L_0KDGQ6	1095.75	1144.75	1193.75	95.72	78
L_0KFL79	76.83	209.60	342.37	36.66	46
L_0KFVHL	517.09	584.40	651.71	88.48	49
L_0KJ85S	696.04	789.30	882.56	88.19	113
L_0KQJ0K	141.42	232.90	324.38	60.72	31
L_0KSVBR	93.11	287.70	482.29	32.36	60
L_0KTDZ4	-0.80	169.70	340.20	-0.47	95
L_0KVV7S	830.11	873.40	916.69	95.04	73
L_0KX02V	472.20	521.35	570.50	90.57	56
L_0KZ8NJ	965.13	1276.55	1587.97	75.60	62
L_0KZT3K	353.24	418.25	483.26	84.46	42
L_0L4430	460.10	547.50	634.90	84.04	84
L_0L5888	420.47	450.20	479.93	93.40	68
L_0L5RSP	392.85	460.90	528.95	85.24	69
L_0L6WQ7	16.67	94.80	172.93	17.58	13
L_0LCY75	75.57	290.10	504.63	26.05	23
L_0LF8V5	910.69	988.60	1066.51	92.12	86
L_0LFCZT	440.27	553.10	665.93	79.60	75
L_0LGTB3	-28.83	543.75	1116.33	-5.30	104
L_0LJ8MZ	733.26	900.65	1068.04	81.42	70
L_0LRN1P	720.92	829.00	937.08	86.96	71
L_0LVFNQ	426.76	489.55	552.34	87.17	78
L_0LVWNS	391.31	405.10	418.89	96.60	65
L_0LYMR2	87.56	312.10	536.64	28.06	92
L_0LYMRB	600.33	623.90	647.47	96.22	53
L_0LZF4D	1626.12	1798.10	1970.08	90.44	94
L_0M0L66	628.90	828.90	1028.90	75.87	68
L_0M65ZY	333.66	359.90	386.14	92.71	59
L_0MDRGX	374.13	402.45	430.77	92.96	72
L_0MFKRS	179.17	183.25	187.33	97.78	52
L_0MFWF2	1181.44	1230.00	1278.56	96.05	62
L_0MFX8H	137.36	402.60	667.84	34.12	21
L_0MKWMW	15.00	48.80	82.60	30.73	295
L_0MNJQL	994.10	1064.45	1134.80	93.39	14
L_0MNZRL	631.34	639.20	647.06	98.77	37
L_0MS4KN	529.46	635.10	740.74	83.37	70
L_0MS7X3	56.81	156.00	255.19	36.42	15
L_0MSLQS	399.07	505.45	611.83	78.95	130
L_0MTV38	22.51	74.10	125.69	30.37	28
L_0MV41M	682.28	827.95	973.62	82.41	90
L_0MW1KX	434.09	558.85	683.61	77.68	108
L_0MWGHF	-131.88	419.35	970.58	-31.45	18
L_0MXDQN	1453.48	2900.50	4347.52	50.11	97
L_0MY64G	41.63	131.55	221.47	31.65	46
L_0MYR41	644.02	781.75	919.48	82.38	62
L_0N0NL5	238.14	266.90	295.66	89.22	59
L_0N4L1K	-355.02	1499.05	3353.12	-23.68	90
L_0N6ZCL	317.81	574.30	830.79	55.34	60
L_0N8W8R	428.81	474.10	519.39	90.45	68
L_0N9SCY	19.88	149.90	279.92	13.26	59
L_0NBVDS	132.91	1680.60	3228.29	7.91	168
L_0NDVZ2	189.09	196.50	203.91	96.23	57
L_0NHMGQ	609.35	711.50	813.65	85.64	57
L_0NHV4C	485.87	500.40	514.93	97.10	57
L_0NMCDQ	816.96	899.10	981.24	90.86	59
L_0NMJYK	1103.83	1634.60	2165.37	67.53	285
L_0NN2TT	-346.43	827.20	2000.83	-41.88	63
L_0NN53S	653.37	904.30	1155.23	72.25	72
L_0NRW5L	1186.95	1357.60	1528.25	87.43	75
L_0NT83G	538.80	543.40	548.00	99.15	66
L_0NWJVY	95.81	284.10	472.39	33.72	63
L_0NWT59	286.79	290.50	294.21	98.72	50
L_0NXXLF	528.21	597.60	666.99	88.39	63
L_0NZ0B2	294.33	296.55	298.77	99.25	56
L_0P31NB	2138.37	2376.85	2615.33	89.97	78
L_0P3CP6	441.75	527.15	612.55	83.80	44
L_0P3NB3	882.18	927.40	972.62	95.12	69
L_0P56BC	686.85	763.20	839.55	90.00	63
L_0P5PHV	506.96	512.30	517.64	98.96	59
L_0P66L2	1037.88	1089.55	1141.22	95.26	76
L_0P77NQ	1172.40	1225.55	1278.70	95.66	52
L_0P9DSF	920.70	967.40	1014.10	95.17	57
L_0P9L9F	517.05	580.80	644.55	89.02	73
L_0PCTTD	359.06	662.40	965.74	54.21	53
L_0PDDCG	331.37	337.30	343.23	98.24	56
L_0PDS1Q	56.69	106.80	156.91	53.08	35
L_0PFN8M	583.48	670.95	758.42	86.96	70
L_0PGLTZ	913.40	947.20	981.00	96.43	28
L_0PGN7V	295.37	316.65	337.93	93.28	56
L_0PH5QN	191.50	195.80	200.10	97.80	53
L_0PR0LZ	66.40	126.30	186.20	52.58	651
L_0PRDNN	691.86	794.60	897.34	87.07	59
L_0PV646	813.71	940.40	1067.09	86.53	20
L_0PX0JK	440.17	492.80	545.43	89.32	33
L_0PYPPX	901.86	911.50	921.14	98.94	59
L_0Q0N84	87.26	196.45	305.64	44.42	16
L_0Q1796	-9.45	116.20	241.85	-8.13	100
L_0Q28B7	695.76	803.40	911.04	86.60	100
L_0Q2PRN	54.99	139.20	223.41	39.50	31
L_0Q3WX7	409.52	445.10	480.68	92.01	57
L_0Q4WVG	915.88	962.80	1009.72	95.13	58
L_0Q4Y9J	683.09	995.25	1307.41	68.63	68
L_0Q6PCG	765.64	803.45	841.26	95.29	88
L_0Q6XP9	291.85	313.50	335.15	93.10	57
L_0Q886R	31.10	43.70	56.30	71.16	18
L_0Q8Q1L	608.90	675.10	741.30	90.19	68
L_0Q9Y1R	73.85	227.30	380.75	32.49	71
L_0QB37Z	250.74	258.45	266.16	97.02	54
L_0QDS7H	423.12	801.70	1180.28	52.78	60
L_0QLG2G	262.69	279.30	295.91	94.05	51
L_0QLKGP	81.49	238.20	394.91	34.21	77
L_0QP0M3	1062.74	1329.90	1597.06	79.91	79
L_0QRDWR	393.79	997.50	1601.21	39.48	133
L_0QRP6Z	853.00	910.90	968.80	93.64	62
L_0QSZD3	445.02	459.40	473.78	96.87	63
L_0QTLFL	1266.62	1315.40	1364.18	96.29	65
L_0QW5SF	874.66	909.95	945.24	96.12	34
L_0QXFLW	90.75	453.10	815.45	20.03	59
L_0QYTHN	232.87	328.35	423.83	70.92	34
L_0R1BDN	669.04	740.95	812.86	90.30	84
L_0R1YZZ	-15.11	282.45	580.01	-5.35	132
L_0R4NJT	132.98	272.20	411.42	48.86	62
L_0RB9LX	136.82	206.95	277.08	66.11	32
L_0RCG2Q	435.38	455.40	475.42	95.60	60
L_0RGRPF	594.83	656.80	718.77	90.56	57
L_0RKJD5	193.88	307.60	421.32	63.03	55
L_0RMN77	676.61	709.15	741.69	95.41	52
L_0RMWXJ	487.62	549.00	610.38	88.82	65
L_0RNC88	584.45	756.95	929.45	77.21	62
L_0RNZGT	819.98	847.70	875.42	96.73	65
L_0RW058	115.79	131.80	147.81	87.85	37
L_0RXBC9	825.25	984.70	1144.15	83.81	70
L_0S3801	139.54	183.35	227.16	76.11	62
L_0S59GJ	81.81	121.40	160.99	67.39	71
L_0S6HXS	327.52	384.90	442.28	85.09	64
L_0S8454	982.47	1193.30	1404.13	82.33	69
L_0S8C02	559.34	797.15	1034.96	70.17	66
L_0S9PKX	103.59	283.50	463.41	36.54	58
L_0SBDXZ	1033.05	1095.25	1157.45	94.32	60
L_0SFJ81	1007.42	1085.70	1163.98	92.79	72
L_0SFY4T	317.21	339.75	362.29	93.37	54
L_0SJX16	189.63	208.90	228.17	90.77	54
L_0SK9FR	507.18	516.45	525.72	98.21	54
L_0SLZXY	485.25	510.90	536.55	94.98	63
L_0SMBWQ	391.78	402.60	413.42	97.31	55
L_0SPZYY	1146.57	1267.25	1387.93	90.48	58
L_0SQKFM	830.50	966.60	1102.70	85.92	59
L_0SRP20	48.75	129.85	210.95	37.54	38
L_0SWHDY	259.52	261.60	263.68	99.21	49
L_0SWSQH	882.80	921.50	960.20	95.80	55
L_0SWTT4	295.70	393.70	491.70	75.11	79
L_0T0093	189.93	196.60	203.27	96.61	57
L_0T15Q2	104.06	177.30	250.54	58.69	45
L_0T44CK	325.39	341.70	358.01	95.23	57
L_0T5SC9	595.63	615.05	634.47	96.84	54
L_0T7DJ8	74.40	138.30	202.20	53.80	19
L_0TBX9H	178.90	225.60	272.30	79.30	54
L_0TDQG6	77.56	102.10	126.64	75.97	70
L_0THPFV	440.62	510.90	581.18	86.24	132
L_0THWM3	862.83	907.75	952.67	95.05	56
L_0TK25G	400.89	429.95	459.01	93.24	52
L_0TK25X	507.64	577.25	646.86	87.94	56
L_0TL76Q	90.84	115.30	139.76	78.78	53
L_0TNK08	638.15	697.90	757.65	91.44	63
L_0TNW7G	112.93	245.85	378.77	45.94	30
L_0TST8S	1319.46	1630.95	1942.44	80.90	54
L_0TW0N0	279.12	314.85	350.58	88.65	52
L_0TWHMH	648.86	765.10	881.34	84.81	55
L_0TZ0LF	478.47	535.70	592.93	89.32	51
L_0TZ7CH	1002.34	1095.00	1187.66	91.54	63
L_0V0GX2	771.95	788.70	805.45	97.88	55
L_0V4Q72	580.12	604.95	629.78	95.89	60
L_0V73W2	131.97	502.55	873.13	26.26	770
L_0V79S5	494.35	553.95	613.55	89.24	68
L_0V9YT0	223.82	233.90	243.98	95.69	49
L_0VBD3W	437.46	447.10	456.74	97.84	53
L_0VBLN1	1245.97	1309.35	1372.73	95.16	128
L_0VDP40	16.14	718.00	1419.86	2.25	217
L_0VG7J1	92.18	103.00	113.82	89.49	53
L_0VMMBN	6.89	308.30	609.71	2.23	101
L_0VMQNN	200.15	221.20	242.25	90.48	56
L_0VNGZY	452.00	469.35	486.70	96.30	68
L_0VTLNK	929.87	1012.60	1095.33	91.83	85
L_0VWCRG	393.24	439.50	485.76	89.48	59
L_0VWD9C	879.17	889.25	899.33	98.87	56
L_0VXQCG	877.58	1011.90	1146.22	86.73	70
L_0VY0FF	1095.76	1207.70	1319.64	90.73	77
L_0W1VGL	525.06	922.40	1319.74	56.92	66
L_0W2KRJ	18.35	65.20	112.05	28.14	101
L_0W36W3	1030.50	1073.05	1115.60	96.03	44
L_0W5WXC	415.97	481.50	547.03	86.39	63
L_0W7J76	38.65	302.70	566.75	12.77	25
L_0W8YJ9	969.82	1007.40	1044.98	96.27	52
L_0WBW9G	662.34	793.40	924.46	83.48	71
L_0WHH5Y	408.87	427.55	446.23	95.63	62
L_0WHTV5	366.97	398.70	430.43	92.04	49
L_0WMFJP	257.79	282.70	307.61	91.19	53
L_0WVT51	139.93	172.40	204.87	81.17	3
L_0WWN10	743.87	861.00	978.13	86.40	67
L_0WZJQC	598.31	629.00	659.69	95.12	23
L_0X2CCP	31.90	31.90	31.90	100.00	1
L_0X422L	635.58	661.15	686.72	96.13	32
L_0X46LQ	427.87	497.70	567.53	85.97	68
